Alpha,SNP_A,SNP_B,SNP_C,SNP_D
0.503721,N1,N15,N28,M2Q1
0.503721,N1,N15,N16,M1T1
0.503721,N1,N14,N30,M0P1
0.503721,N1,N12,N28,N33
0.503721,N0,N1,N12,N27
0.503720,N4,N17,N38,N40
0.503720,N1,N9,N24,N35
0.503720,N1,N6,N17,N21
0.503720,N0,N25,N38,M1T2
0.503719,N5,N8,N19,N40
0.503719,N5,N15,N16,M0P1
0.503719,N3,N25,N26,N33
0.503719,N1,N8,N24,N35
0.503719,N1,N8,N18,N26
0.503719,N1,N3,N12,N27
0.503718,N4,N5,N8,N21
0.503718,N3,N10,N14,N21
0.503718,N1,N8,N21,M2Q1
0.503718,N1,N8,N16,N35
0.503718,N1,N3,N11,N13
0.503718,N1,N2,N23,N25
0.503718,N1,N17,N19,N35
0.503718,N1,N13,N26,N32
0.503718,N1,N12,N21,N35
0.503717,N5,N9,N23,N28
0.503717,N5,N7,N21,N28
0.503717,N5,N6,N24,N38
0.503717,N5,N19,N21,M2Q1
0.503717,N4,N23,N25,N32
0.503717,N2,N8,N16,N25
0.503717,N1,N9,N32,N40
0.503717,N1,N9,N11,N14
0.503717,N1,N5,N30,N33
0.503717,N1,N4,N28,M1T2
0.503717,N1,N16,N24,N27
0.503717,N0,N9,N14,N25
0.503717,N0,N5,N27,N32
0.503716,N5,N6,N14,N23
0.503716,N4,N5,N21,N24
0.503716,N3,N14,N19,N32
0.503716,N2,N6,N25,N38
0.503716,N1,N6,N20,N24
0.503716,N1,N5,N9,N17
0.503716,N1,N3,N15,N40
0.503716,N1,N2,N34,M2Q4
0.503716,N1,N27,N28,M1T1
0.503716,N1,N19,N38,M2Q4
0.503715,N5,N15,N25,M0P2
0.503715,N4,N17,N21,N32
0.503715,N1,N7,N32,M2Q4
0.503715,N1,N5,N23,N36
0.503715,N1,N2,N5,N23
0.503715,N1,N2,N15,N21
0.503715,N1,N23,N28,N38
0.503715,N1,N11,N16,N19
0.503715,N1,N10,N23,M2Q1
0.503714,N5,N24,N25,N27
0.503714,N5,N21,N40,M1T2
0.503714,N5,N10,N21,N29
0.503714,N4,N16,N25,N39
0.503714,N4,N14,N20,N28
0.503714,N1,N9,N25,N39
0.503714,N1,N23,M0P2,M1T2
0.503714,N1,N20,N30,M2Q4
0.503714,N1,N14,N16,N20
0.503714,N1,N10,N19,N20
0.503714,N0,N17,N25,N40
0.503713,N5,N8,N23,N28
0.503713,N5,N25,N27,N34
0.503713,N4,N23,N24,N38
0.503713,N3,N16,N25,N36
0.503713,N2,N4,N14,N30
0.503713,N1,N19,N28,N30
0.503713,N1,N15,N24,M2Q4
0.503713,N1,N14,N15,N18
0.503712,N5,N8,N16,N37
0.503712,N5,N8,N10,N34
0.503712,N5,N6,N25,N28
0.503712,N5,N6,N10,N24
0.503712,N4,N21,N27,N32
0.503712,N4,N17,N23,N38
0.503712,N2,N5,N14,N40
0.503712,N1,N5,N27,N29
0.503712,N1,N2,N13,N38
0.503712,N1,N23,N40,M1T1
0.503712,N1,N21,N22,N28
0.503712,N1,N14,N16,N30
0.503711,N5,N17,N19,M2Q4
0.503711,N4,N8,N14,N26
0.503711,N1,N5,N29,N32
0.503711,N1,N2,N25,N32
0.503711,N1,N24,N27,N34
0.503711,N1,N15,N24,M0P1
0.503711,N1,N14,N33,M0P2
0.503710,N5,N15,N28,N33
0.503710,N5,N15,N27,N40
0.503710,N4,N25,N27,N32
0.503710,N1,N5,N7,N32
0.503710,N1,N5,N16,N20
0.503710,N1,N3,N11,N19
0.503710,N1,N25,N37,N38
0.503709,N5,N8,N25,M1T1
0.503709,N5,N16,N27,M0P1
0.503709,N3,N4,N17,N21
0.503709,N3,N12,N17,N32
0.503709,N1,N7,N32,N40
0.503709,N1,N18,N25,N40
0.503709,N1,N14,N35,M1T2
0.503709,N1,N14,N20,N26
0.503709,N1,N11,N20,N32
0.503709,N1,N10,N21,N26
0.503709,N1,N10,N19,N25
0.503708,N5,N22,N23,N28
0.503708,N3,N25,N26,N38
0.503708,N1,N9,N13,N16
0.503708,N1,N3,N11,M0P1
0.503708,N1,N19,N36,N38
0.503708,N1,N16,N20,N32
0.503708,N1,N12,N14,N19
0.503708,N0,N21,N25,N39
0.503707,N5,N25,N27,N32
0.503707,N5,N21,N28,M1T1
0.503707,N4,N5,N21,N23
0.503707,N1,N8,N15,M0P1
0.503707,N1,N7,N15,N33
0.503707,N1,N7,N11,N40
0.503707,N1,N4,N8,N16
0.503707,N1,N2,N32,N38
0.503707,N1,N24,N38,M1T2
0.503707,N1,N23,N33,M2Q4
0.503707,N1,N17,N21,N34
0.503707,N1,N16,N18,N25
0.503707,N1,N12,N24,N35
0.503706,N5,N12,N13,N17
0.503706,N1,N25,N39,M2Q4
0.503706,N1,N23,N32,M1T1
0.503706,N1,N23,N28,M0P2
0.503706,N1,N14,N20,N40
0.503706,N1,N13,N15,N17
0.503705,N5,N9,N23,N33
0.503705,N5,N15,N21,M2Q3
0.503705,N4,N14,N27,N38
0.503705,N1,N5,N10,N11
0.503705,N1,N15,N33,M1T2
0.503705,N1,N15,N22,N33
0.503704,N5,N7,N8,N14
0.503704,N5,N14,M0P2,M2Q4
0.503704,N5,N12,N17,N19
0.503704,N5,N11,N25,N32
0.503704,N2,N4,N20,N25
0.503704,N1,N21,N26,N40
0.503704,N1,N13,N30,N32
0.503704,N0,N8,N13,N25
0.503703,N5,N8,N24,N27
0.503703,N5,N15,N21,N26
0.503703,N4,N17,N20,N23
0.503703,N3,N5,N13,N35
0.503703,N1,N9,N17,N21
0.503703,N1,N7,N30,N32
0.503703,N1,N4,N8,N22
0.503703,N1,N32,N40,M0P1
0.503703,N1,N25,N35,M2Q2
0.503703,N1,N20,N24,N32
0.503703,N1,N19,N27,M0P1
0.503703,N0,N5,N21,M2Q4
0.503703,N0,N1,N8,N20
0.503702,N5,N21,N32,M1T2
0.503702,N5,N15,N16,N33
0.503702,N4,N14,N25,M2Q3
0.503702,N3,N5,N6,N8
0.503702,N1,N7,N28,M1T2
0.503702,N1,N6,N25,N37
0.503702,N1,N4,N11,N16
0.503702,N1,N3,N28,M2Q4
0.503702,N1,N17,N27,N36
0.503702,N1,N12,N23,N29
0.503702,N1,N10,N25,N33
0.503701,N5,N8,N10,N38
0.503701,N5,N23,N25,N31
0.503701,N5,N16,N21,N39
0.503701,N5,N11,N25,N26
0.503701,N5,N10,N16,N27
0.503701,N1,N9,N19,N28
0.503701,N1,N21,N28,N29
0.503701,N0,N15,N35,N38
0.503701,N0,N14,N25,N31
0.503700,N5,N17,N18,N23
0.503700,N4,N16,N21,N39
0.503700,N3,N8,N16,N25
0.503700,N2,N16,N21,N27
0.503700,N1,N8,N12,M2Q2
0.503700,N1,N6,N12,N36
0.503700,N1,N4,N8,M2Q4
0.503700,N1,N17,N22,N28
0.503700,N1,N15,N38,M1T1
0.503700,N1,N11,N32,M1T2
0.503699,N3,N17,N25,N33
0.503699,N1,N7,N25,M0P1
0.503699,N1,N5,N20,N28
0.503699,N1,N4,N27,N34
0.503699,N1,N4,N14,N35
0.503699,N1,N3,N32,M2Q4
0.503699,N0,N21,N27,M1T2
0.503698,N5,N6,N8,N16
0.503698,N5,N23,N40,M0P1
0.503698,N4,N8,N26,N32
0.503698,N4,N8,N23,M1T3
0.503698,N1,N8,N9,N22
0.503698,N1,N5,N33,M1T2
0.503698,N1,N28,N40,M0P2
0.503698,N1,N24,N26,N28
0.503698,N1,N17,N24,N30
0.503698,N1,N11,N13,N20
0.503697,N2,N15,N17,N25
0.503697,N1,N9,N30,N32
0.503697,N1,N5,N26,N36
0.503697,N1,N5,N12,N31
0.503697,N1,N4,N8,N24
0.503697,N1,N4,N22,N25
0.503697,N1,N19,N25,M1T1
0.503697,N1,N11,N23,N30
0.503696,N5,N25,N30,N38
0.503696,N5,N10,N25,N36
0.503696,N5,N10,N13,N25
0.503696,N1,N9,N21,N33
0.503696,N1,N9,N10,N23
0.503696,N1,N8,N26,N33
0.503696,N1,N8,N15,M2Q4
0.503696,N1,N8,N13,M1T1
0.503696,N1,N3,N38,N39
0.503696,N1,N3,N15,M2Q4
0.503696,N1,N20,N38,N39
0.503696,N1,N12,N16,N19
0.503696,N0,N1,N2,N32
0.503696,N0,N1,N23,N24
0.503696,N0,N1,N11,N20
0.503696,N0,N1,N11,M1T1
0.503695,N5,N8,N12,N16
0.503695,N5,N11,N14,N40
0.503695,N4,N6,N21,M1T2
0.503695,N4,N5,N6,N14
0.503695,N4,N17,N23,M0P1
0.503695,N2,N4,N14,N17
0.503695,N1,N3,N21,N22
0.503695,N1,N3,N13,N35
0.503695,N1,N38,M0P2,M2Q2
0.503695,N1,N2,N16,N25
0.503695,N0,N1,N14,M1T2
0.503694,N5,N13,N32,N33
0.503694,N4,N8,N21,N29
0.503694,N4,N17,N19,N26
0.503694,N3,N8,N21,N23
0.503694,N3,N17,N19,N30
0.503694,N1,N5,N10,M1T1
0.503694,N1,N4,N21,N31
0.503694,N1,N2,N17,N34
0.503694,N1,N27,N33,M1T1
0.503694,N1,N23,N30,N32
0.503694,N1,N23,N26,M0P1
0.503693,N5,N6,N17,N21
0.503693,N5,N15,N16,N24
0.503693,N5,N13,N14,N25
0.503693,N5,N10,N14,N24
0.503693,N3,N13,N17,N38
0.503693,N1,N7,N24,N28
0.503693,N1,N6,N27,M1T2
0.503692,N5,N9,N25,N34
0.503692,N5,N21,N38,N39
0.503692,N2,N5,N16,N25
0.503692,N1,N8,N32,N37
0.503692,N1,N4,N15,N26
0.503692,N1,N28,N30,N38
0.503692,N1,N27,N28,M1T2
0.503692,N1,N21,M0P2,M1T1
0.503692,N0,N6,N21,N27
0.503692,N0,N4,N19,N25
0.503691,N5,N7,N25,N33
0.503691,N5,N6,N10,N25
0.503691,N5,N23,N25,M1T2
0.503691,N5,N21,M0P1,M1T1
0.503691,N5,N19,N34,M1T2
0.503691,N5,N15,N17,N38
0.503691,N3,N14,N15,N21
0.503691,N2,N5,N23,N25
0.503691,N1,N4,N10,N25
0.503691,N0,N2,N4,N8
0.503690,N5,N21,N27,N29
0.503690,N3,N14,N25,N26
0.503690,N1,N5,N11,N27
0.503690,N1,N21,N27,N34
0.503690,N1,N21,N26,N34
0.503689,N5,N28,N38,N40
0.503689,N4,N5,N25,N33
0.503689,N4,N17,N23,N24
0.503689,N3,N20,N23,N25
0.503689,N2,N4,N21,N22
0.503689,N1,N4,N5,N6
0.503689,N1,N4,N10,N14
0.503689,N1,N2,N19,N33
0.503689,N1,N23,M0P1,M1T2
0.503689,N1,N17,N38,M1T1
0.503689,N0,N14,N24,N25
0.503688,N4,N8,N23,N38
0.503688,N1,N6,N8,N36
0.503688,N1,N3,N5,N20
0.503688,N1,N11,N16,N40
0.503687,N5,N19,N23,M1T1
0.503687,N5,N15,N21,N39
0.503687,N5,N10,N25,N31
0.503687,N4,N5,N10,N25
0.503687,N4,N11,N14,N27
0.503687,N1,N9,N20,N30
0.503687,N1,N4,N33,N38
0.503687,N1,N11,M1T1,M1T2
0.503687,N1,N10,N25,M0P1
0.503686,N5,N7,N14,N32
0.503686,N5,N19,N25,N29
0.503686,N1,N4,N17,N22
0.503686,N1,N2,N23,N26
0.503686,N1,N19,N25,N29
0.503685,N5,N22,N25,N37
0.503685,N1,N3,N13,N17
0.503685,N1,N16,N19,N27
0.503684,N5,N15,N27,N29
0.503684,N2,N17,N21,N38
0.503684,N1,N16,N32,N35
0.503684,N1,N14,N28,M2Q4
0.503684,N1,N13,N23,N39
0.503684,N1,N12,N13,N23
0.503684,N1,N10,N12,N32
0.503683,N5,N8,N13,N35
0.503683,N5,N21,N40,M2Q2
0.503683,N2,N5,N21,N40
0.503683,N1,N5,N16,N17
0.503683,N1,N5,M2Q1,M2Q4
0.503683,N1,N4,N25,M2Q3
0.503683,N1,N2,N16,M1T1
0.503683,N1,N25,N32,M2Q3
0.503683,N1,N21,N36,M1T2
0.503683,N1,N21,N28,M2Q2
0.503683,N0,N1,N5,N13
0.503682,N4,N13,N25,N32
0.503682,N3,N5,N6,N38
0.503682,N3,N25,N28,N30
0.503682,N1,N9,N32,N34
0.503682,N1,N6,N14,N37
0.503682,N1,N28,N35,M0P2
0.503682,N1,N25,N26,M2Q1
0.503682,N1,N14,N28,N29
0.503681,N5,N9,N24,N27
0.503681,N5,N9,N23,N34
0.503681,N5,N8,N21,M1T1
0.503681,N5,N17,N19,N28
0.503681,N4,N21,N23,N24
0.503681,N4,N15,N25,N33
0.503681,N2,N21,N30,N40
0.503681,N1,N7,N21,N26
0.503681,N1,N22,N25,N26
0.503681,N1,N10,N21,N29
0.503681,N0,N5,N10,N24
0.503680,N5,N6,N21,N22
0.503680,N3,N15,N21,N27
0.503680,N2,N5,N6,N25
0.503680,N1,N5,N17,N24
0.503680,N1,N24,N25,M1T2
0.503680,N1,N16,N22,N23
0.503680,N1,N15,N21,N34
0.503680,N1,N14,N20,N33
0.503680,N1,N13,N15,N38
0.503680,N1,N10,N16,N25
0.503679,N5,N9,N25,N32
0.503679,N5,N12,N21,N40
0.503679,N1,N8,N13,M2Q3
0.503679,N1,N5,N25,M2Q2
0.503679,N1,N4,N8,N10
0.503679,N1,N21,N30,M1T3
0.503678,N5,N10,N21,N34
0.503678,N1,N7,N14,N23
0.503678,N1,N6,N9,N40
0.503678,N1,N15,N29,N32
0.503678,N1,N14,N20,N38
0.503678,N1,N10,N23,N28
0.503677,N4,N6,N21,N24
0.503677,N1,N6,N12,M1T2
0.503677,N1,N2,N19,N32
0.503677,N1,N26,N27,N34
0.503677,N1,N24,N26,N30
0.503677,N1,N17,N25,M2Q1
0.503677,N1,N14,N38,M2Q4
0.503677,N0,N1,N12,N32
0.503676,N5,N11,N23,N28
0.503676,N4,N8,N27,N40
0.503676,N1,N5,N16,M0P2
0.503676,N1,N3,N5,N22
0.503676,N1,N3,N4,N32
0.503676,N1,N15,N19,N40
0.503676,N1,N15,N18,N23
0.503676,N1,N10,N15,N23
0.503675,N5,N17,N27,M0P2
0.503675,N5,N14,N16,M0P1
0.503675,N5,N11,N21,N29
0.503675,N4,N21,N25,M2Q3
0.503675,N1,N8,N18,N40
0.503675,N1,N7,N15,N24
0.503675,N1,N5,N7,M0P1
0.503675,N1,N5,N33,M2Q1
0.503675,N1,N5,N21,N30
0.503675,N1,N30,N40,M2Q1
0.503675,N1,N25,N28,N34
0.503675,N1,N11,N26,N30
0.503674,N5,N14,N34,M1T1
0.503674,N5,N11,N23,N38
0.503674,N3,N5,N11,N14
0.503674,N2,N17,N21,N26
0.503674,N1,N2,N3,N33
0.503674,N1,N2,N21,N27
0.503674,N1,N14,N23,N34
0.503674,N1,N11,M1T1,M2Q2
0.503673,N5,N19,N33,N38
0.503673,N4,N5,N9,N24
0.503673,N4,N20,N24,N25
0.503673,N3,N21,N29,N32
0.503673,N1,N14,N40,M1T2
0.503673,N1,N10,N24,N32
0.503673,N1,N10,N12,N23
0.503673,N0,N1,N24,N35
0.503672,N5,N14,N22,N25
0.503672,N4,N17,N27,N32
0.503672,N1,N9,N19,N30
0.503672,N1,N8,N12,N25
0.503672,N1,N8,N12,N19
0.503672,N1,N12,N26,N29
0.503672,N1,N12,N15,M1T2
0.503672,N1,N11,N13,N19
0.503672,N0,N5,N15,M1T1
0.503672,N0,N1,N16,N27
0.503671,N2,N4,N14,N23
0.503671,N1,N7,N26,N32
0.503671,N1,N5,N39,N40
0.503671,N1,N38,M1T1,M1T2
0.503671,N1,N17,N19,M0P1
0.503671,N1,N15,N27,N34
0.503671,N0,N21,N25,N32
0.503670,N5,N22,N24,N38
0.503670,N5,N11,N19,N32
0.503670,N3,N5,N8,N25
0.503670,N2,N23,N25,N26
0.503670,N2,N13,N16,N25
0.503670,N1,N2,N5,N6
0.503670,N1,N19,N20,N21
0.503670,N1,N12,N26,N40
0.503670,N0,N1,N12,N25
0.503669,N5,N12,N19,N28
0.503669,N4,N8,N23,N26
0.503669,N4,N8,N21,N38
0.503669,N4,N5,N25,N26
0.503669,N3,N5,N14,N24
0.503669,N1,N6,N27,M0P1
0.503669,N1,N4,N25,M1T2
0.503669,N1,N10,N17,N32
0.503668,N5,N10,N19,N23
0.503668,N4,N5,N25,M2Q1
0.503668,N1,N38,M1T1,M2Q2
0.503668,N1,N32,N34,N40
0.503668,N1,N16,N27,N32
0.503668,N1,N15,N23,N30
0.503668,N1,N13,N25,M1T1
0.503668,N1,N10,N38,N40
0.503668,N0,N1,N23,N35
0.503667,N5,N19,N25,N31
0.503667,N5,N16,N25,N39
0.503667,N1,N3,N16,N22
0.503667,N1,N16,N30,N38
0.503667,N1,N14,N23,M1T3
0.503666,N5,N21,N29,N34
0.503666,N5,N12,N16,N25
0.503666,N1,N7,N20,N26
0.503666,N1,N6,N27,N32
0.503666,N1,N4,N5,N9
0.503666,N1,N4,N5,N28
0.503665,N5,N8,N19,M1T1
0.503665,N4,N22,N23,N25
0.503665,N2,N17,N25,N30
0.503665,N1,N8,N12,N16
0.503665,N1,N4,N25,N39
0.503665,N1,N25,N27,M2Q2
0.503665,N1,N23,N33,M0P2
0.503665,N1,N16,N17,N30
0.503665,N1,N14,N24,M2Q4
0.503664,N5,N15,N27,N35
0.503664,N5,N10,N21,M1T3
0.503664,N4,N6,N8,N26
0.503664,N1,N9,N25,N28
0.503664,N1,N5,N6,M2Q1
0.503664,N1,N19,N21,M2Q3
0.503663,N5,N25,N40,M0P1
0.503663,N2,N5,N19,N38
0.503663,N1,N9,N14,M0P2
0.503663,N1,N6,N25,M1T2
0.503663,N0,N14,N25,N33
0.503662,N5,N8,N9,N13
0.503662,N5,N15,N19,N28
0.503662,N1,N17,N20,N24
0.503662,N0,N4,N24,N32
0.503661,N4,N21,N23,N29
0.503661,N1,N5,N26,N32
0.503661,N1,N14,N30,M2Q3
0.503661,N1,N14,N17,M2Q1
0.503661,N1,N13,N33,M0P1
0.503661,N1,N13,N27,M1T1
0.503661,N1,N10,N32,N38
0.503661,N0,N1,M1T1,M1T2
0.503660,N5,N13,N32,M1T1
0.503660,N3,N6,N14,N27
0.503660,N3,N11,N14,N23
0.503660,N1,N25,N27,N39
0.503660,N1,N16,N19,N23
0.503660,N1,N14,N19,N34
0.503660,N1,N12,N23,N36
0.503660,N0,N25,N32,N33
0.503660,N0,N1,N17,N38
0.503660,N0,N15,N25,N35
0.503659,N4,N21,N32,M0P1
0.503659,N1,N6,N9,N23
0.503659,N1,N11,N15,N24
0.503659,N0,N4,N25,N30
0.503658,N5,N9,N24,N35
0.503658,N5,N19,N25,M0P1
0.503658,N5,N14,N25,N33
0.503658,N5,N10,N19,N34
0.503658,N3,N25,N30,N40
0.503658,N3,N17,N26,N32
0.503658,N2,N17,N21,N23
0.503658,N1,N2,N15,N35
0.503658,N1,N18,N23,M2Q1
0.503658,N1,N10,N14,N22
0.503657,N5,N6,N10,N21
0.503657,N5,N14,N23,N36
0.503657,N5,N14,N23,M1T2
0.503657,N4,N11,N23,N26
0.503657,N1,N21,N40,M0P2
0.503657,N0,N5,N8,N10
0.503657,N0,N5,N23,M0P2
0.503656,N5,N23,N27,N38
0.503656,N5,N15,N24,N40
0.503656,N3,N11,N25,N26
0.503656,N1,N8,N16,M0P1
0.503656,N1,N7,N10,N24
0.503656,N1,N5,N26,N27
0.503656,N1,N14,N32,M2Q3
0.503656,N1,N11,N21,N30
0.503655,N5,N8,N12,N37
0.503655,N5,N6,N8,N13
0.503655,N2,N21,N25,N37
0.503655,N2,N17,N23,N25
0.503655,N2,N16,N21,N40
0.503655,N1,N6,N8,N28
0.503655,N1,N5,N7,N26
0.503655,N1,N4,N6,N38
0.503655,N1,N4,N23,N39
0.503655,N1,N25,N40,M2Q3
0.503655,N1,N12,N27,N35
0.503655,N0,N1,N23,N27
0.503654,N4,N5,N14,M2Q3
0.503654,N2,N17,N25,N32
0.503654,N2,N14,N15,N32
0.503654,N1,N23,N25,N37
0.503654,N1,N20,N30,N36
0.503654,N0,N6,N14,N27
0.503654,N0,N11,N14,N27
0.503653,N5,N10,N14,N25
0.503653,N4,N14,N27,N40
0.503653,N3,N12,N21,N25
0.503653,N2,N25,N32,N37
0.503653,N1,N8,N24,N38
0.503653,N1,N3,N15,N32
0.503653,N1,N2,N16,N27
0.503653,N0,N1,N3,N32
0.503652,N5,N13,N14,N15
0.503652,N3,N4,N14,N23
0.503652,N1,N8,N22,N26
0.503652,N1,N8,N17,N38
0.503652,N1,N25,N31,N39
0.503652,N1,N14,N37,M2Q4
0.503652,N1,N10,N24,M2Q1
0.503651,N5,N25,N32,M0P2
0.503651,N4,N9,N14,N25
0.503651,N1,N5,N20,M0P1
0.503651,N1,N11,N24,N38
0.503651,N1,N10,N20,N26
0.503650,N5,N9,N24,N28
0.503650,N5,N8,N26,N40
0.503650,N5,N25,N40,M2Q3
0.503650,N3,N5,N6,N27
0.503650,N1,N4,N20,N32
0.503650,N1,N3,N21,N39
0.503650,N1,N3,N12,M2Q2
0.503650,N1,N12,N16,N27
0.503650,N1,N10,N24,N40
0.503650,N0,N14,N23,N24
0.503649,N5,N8,N13,N16
0.503649,N4,N6,N25,M2Q2
0.503649,N1,N7,N16,N17
0.503649,N1,N25,N27,M1T2
0.503649,N1,N24,N35,N38
0.503649,N1,N22,N24,N38
0.503649,N1,N20,N26,N40
0.503649,N0,N5,N20,N21
0.503649,N0,N11,N14,N23
0.503648,N5,N20,N23,N38
0.503648,N5,N15,N24,N25
0.503648,N5,N12,N21,M2Q3
0.503648,N5,N10,N11,N25
0.503648,N4,N14,N19,N23
0.503648,N3,N11,N16,N25
0.503648,N1,N5,N8,M1T1
0.503648,N1,N24,N33,N38
0.503648,N1,N23,N35,M1T3
0.503648,N1,N12,N30,N36
0.503648,N0,N1,N5,M0P1
0.503647,N3,N11,N23,N25
0.503647,N1,N8,N15,N33
0.503647,N1,N23,N32,M2Q2
0.503647,N1,N23,N28,N40
0.503647,N1,N13,N23,N26
0.503646,N5,N8,N25,N27
0.503646,N1,N15,N23,M0P2
0.503646,N0,N1,N14,N16
0.503645,N5,N17,N18,N19
0.503645,N5,N15,N19,N38
0.503645,N2,N10,N25,N30
0.503645,N1,N9,N22,N32
0.503645,N1,N5,N23,M1T2
0.503645,N1,N16,N32,N40
0.503645,N1,N11,N32,M2Q4
0.503644,N3,N5,N16,N38
0.503644,N1,N6,N33,N35
0.503644,N1,N30,N34,N40
0.503644,N1,N21,N37,N38
0.503644,N1,N10,N14,N32
0.503644,N0,N1,N17,M0P2
0.503644,N0,N14,N19,N32
0.503643,N5,N11,N21,M0P2
0.503643,N4,N23,N25,M1T2
0.503643,N4,N11,N14,N32
0.503643,N1,N8,N25,M1T3
0.503643,N1,N4,N24,N34
0.503642,N5,N9,N17,N27
0.503642,N5,N6,N10,N23
0.503642,N5,N16,N24,N25
0.503642,N4,N19,N27,N40
0.503642,N2,N4,N16,N25
0.503642,N1,N8,N27,M1T2
0.503642,N1,N15,N26,M1T2
0.503642,N1,N14,M2Q1,M2Q2
0.503641,N5,N8,N21,M1T3
0.503641,N5,N15,N21,M2Q1
0.503641,N1,N3,N12,N25
0.503641,N1,N2,N5,N40
0.503641,N1,N23,N28,M2Q1
0.503641,N1,N23,M0P2,M2Q4
0.503641,N1,N19,N21,M1T1
0.503641,N0,N5,N16,N27
0.503640,N5,N21,N38,M0P2
0.503640,N5,N15,N25,M1T2
0.503640,N4,N25,N32,N37
0.503640,N1,N7,N8,N14
0.503640,N1,N7,N20,N32
0.503640,N1,N20,N24,M1T2
0.503639,N5,N8,N22,N38
0.503639,N5,N19,N23,N24
0.503639,N3,N5,N6,N15
0.503639,N3,N17,N19,N32
0.503639,N1,N6,N25,N36
0.503639,N1,N20,N25,M1T1
0.503639,N0,N1,N5,N17
0.503638,N5,N19,N24,N25
0.503638,N5,N10,N15,N16
0.503638,N4,N24,N27,N28
0.503638,N4,N19,N24,N25
0.503638,N4,N14,N17,N40
0.503638,N2,N8,N10,N25
0.503638,N2,N21,N23,N27
0.503638,N1,N8,N26,M0P2
0.503638,N1,N4,N28,M2Q1
0.503638,N1,N4,N17,N36
0.503638,N1,N4,N15,N24
0.503638,N1,N12,N16,N23
0.503638,N0,N17,N23,N25
0.503637,N5,N8,N23,N35
0.503637,N3,N16,N21,N25
0.503637,N2,N5,N21,N32
0.503637,N1,N14,N36,M1T1
0.503637,N1,N13,N17,N19
0.503637,N1,N10,N26,N32
0.503636,N5,N8,N17,N23
0.503636,N5,N22,N25,N40
0.503636,N4,N14,N23,M0P1
0.503636,N3,N5,N33,N35
0.503636,N3,N15,N25,N26
0.503636,N2,N4,N25,N38
0.503636,N1,N3,N20,N23
0.503635,N5,N6,N14,N38
0.503635,N5,N16,N25,M2Q4
0.503635,N4,N26,N32,N37
0.503635,N2,N13,N25,N26
0.503635,N1,N19,N28,M1T2
0.503635,N1,N11,N30,N32
0.503635,N0,N5,N16,N21
0.503634,N5,N21,N34,M2Q4
0.503634,N5,N12,N15,N32
0.503634,N1,N5,N7,N27
0.503634,N1,N17,N32,N35
0.503633,N5,N25,N29,N36
0.503633,N4,N6,N13,N25
0.503633,N1,N8,N21,N35
0.503633,N1,N6,N23,N31
0.503633,N1,N15,N17,N34
0.503633,N0,N5,N25,N34
0.503632,N5,N16,N21,N37
0.503632,N5,N14,N16,N35
0.503632,N4,N6,N27,N40
0.503632,N4,N21,N25,M2Q4
0.503632,N3,N5,N16,M2Q4
0.503632,N2,N15,N16,N21
0.503632,N1,N8,N29,N38
0.503632,N1,N4,N5,N24
0.503632,N1,N4,N22,N32
0.503632,N1,N3,N15,N16
0.503632,N1,N25,N28,M1T1
0.503632,N0,N5,N16,M1T1
0.503632,N0,N5,N14,N40
0.503631,N5,N10,N16,N19
0.503631,N4,N8,N23,N29
0.503631,N4,N8,N14,M1T2
0.503631,N1,N4,N22,N38
0.503631,N1,N18,N23,N33
0.503631,N0,N15,N25,N30
0.503630,N5,N12,N23,N29
0.503630,N3,N4,N16,N25
0.503630,N2,N6,N8,N21
0.503630,N1,N7,N8,N27
0.503630,N1,N3,N12,N35
0.503630,N1,N15,N20,N23
0.503630,N1,N14,N30,N34
0.503629,N5,N8,N22,N23
0.503629,N5,N10,N20,N21
0.503629,N4,N14,N21,N36
0.503629,N1,N14,N18,N21
0.503629,N0,N5,N10,N15
0.503628,N2,N14,N21,N39
0.503628,N1,N19,N24,N38
0.503628,N1,N11,N26,N33
0.503628,N0,N4,N5,N38
0.503628,N0,N1,N5,N40
0.503627,N5,N8,N22,N27
0.503627,N5,N8,N16,N36
0.503627,N5,N19,N23,N33
0.503627,N4,N5,N21,M2Q4
0.503627,N4,N21,N25,N36
0.503627,N1,N5,N18,M2Q4
0.503627,N0,N5,N8,N16
0.503626,N5,N16,N17,N21
0.503626,N4,N21,N22,N38
0.503626,N3,N15,N25,N27
0.503626,N1,N9,N17,N34
0.503626,N1,N9,N15,N26
0.503626,N1,N3,N21,N24
0.503626,N1,N26,N27,N35
0.503626,N1,N17,N25,N29
0.503625,N5,N23,N37,M0P1
0.503625,N5,N16,N19,N38
0.503625,N5,N15,N21,N35
0.503625,N3,N5,N7,N21
0.503625,N3,N21,N25,N38
0.503625,N1,N4,N39,M2Q4
0.503625,N1,N4,N24,N30
0.503625,N1,N15,N35,M2Q4
0.503625,N0,N8,N21,N27
0.503624,N4,N8,N30,N37
0.503624,N4,N5,N21,M0P1
0.503624,N1,N23,N40,M2Q2
0.503624,N1,N12,N21,M2Q3
0.503624,N0,N1,N30,N33
0.503623,N5,N9,N21,N40
0.503623,N5,N8,N23,M0P2
0.503623,N4,N5,N8,N9
0.503623,N1,N4,N5,N17
0.503623,N1,N13,N21,N26
0.503622,N5,N8,N21,N26
0.503622,N5,N25,N28,N31
0.503622,N5,N10,N25,M2Q1
